"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,
Accession ID,Virus name,Location,Collection date,Originating lab,Submitting lab,Authors
EPI_ISL_454687,hCoV-19/USA/CA-CZB-1267/2020,North America / USA / California / Santa Clara County,2020-05-12,County of Santa Clara Public Health Department,Chan-Zuckerberg Biohub,CZB Cliahub Consortium
EPI_ISL_455568,hCoV-19/USA/IA-GMF-02699/2020,North America / USA / Iowa / Allamakee County,2020-05-08,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455569,hCoV-19/USA/WI-GMF-02728/2020,North America / USA / Wisconsin / Grant County,2020-05-08,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455570,hCoV-19/USA/MN-GMF-02870/2020,North America / USA / Minnesota / Fillmore County,2020-05-10,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455571,hCoV-19/USA/WI-GMF-03151/2020,North America / USA / Wisconsin / Vernon County,2020-05-12,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455572,hCoV-19/USA/WI-GMF-03156/2020,North America / USA / Wisconsin / La Crosse County,2020-05-12,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455573,hCoV-19/USA/WI-GMF-M00001/2020,North America / USA / Wisconsin / La Crosse County,2020-05-10,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455574,hCoV-19/USA/WI-GMF-M00002/2020,North America / USA / Wisconsin / Trempealeau County,2020-05-10,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455575,hCoV-19/USA/WI-GMF-03710/2020,North America / USA / Wisconsin / Crawford County,2020-05-19,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455576,hCoV-19/USA/WI-GMF-03823/2020,North America / USA / Wisconsin / Trempealeau County,2020-05-19,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455578,hCoV-19/USA/WI-GMF-04314/2020,North America / USA / Wisconsin / Vernon County,2020-05-25,Gundersen Molecular Diagnostics Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455580,hCoV-19/USA/WI-GMF-M00003/2020,North America / USA / Wisconsin / La Crosse County,2020-05-12,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455581,hCoV-19/USA/WI-GMF-M00004/2020,North America / USA / Wisconsin / Vernon County,2020-05-24,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_455582,hCoV-19/USA/IA-GMF-M00005/2020,North America / USA / Iowa / Allamakee County,2020-05-26,Gundersen Clinical Microbiology Laboratory,Kabara Cancer Research Institute,"Craig S. Richmond, Paraic A. Kenny"
EPI_ISL_458248,hCoV-19/USA/CA-SR0365/2020,North America / USA / California / San Diego,2020-05-17,Scripps Medical Laboratory,Andersen lab at Scripps Research,"SEARCH Alliance San Diego with Michael Quigley, Ellen Stefanski, Ian Mchardy"
EPI_ISL_459994,hCoV-19/USA/MI-MDHHS-SC20455/2020,North America/USA/Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_459995,hCoV-19/USA/MI-MDHHS-SC20456/2020,North America/USA/Michigan,2020-05-07,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_459996,hCoV-19/USA/MI-MDHHS-SC20457/2020,North America/USA/Michigan,2020-05-07,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_459997,hCoV-19/USA/MI-MDHHS-SC20458/2020,North America / USA / Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_459998,hCoV-19/USA/MI-MDHHS-SC20459/2020,North America / USA / Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460031,hCoV-19/USA/MI-MDHHS-SC20493/2020,North America / USA / Michigan,2020-05-05,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460034,hCoV-19/USA/MI-MDHHS-SC20496/2020,North America / USA / Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460040,hCoV-19/USA/MI-MDHHS-SC20502/2020,North America / USA / Michigan,2020-05-11,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460556,hCoV-19/USA/MI-MDHHS-SC20508/2020,North America / USA / Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460557,hCoV-19/USA/MI-MDHHS-SC20509/2020,North America / USA / Michigan,2020-05-08,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460558,hCoV-19/USA/MI-MDHHS-SC20510/2020,North America / USA / Michigan,2020-05-08,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460559,hCoV-19/USA/MI-MDHHS-SC20511/2020,North America / USA / Michigan,2020-05-06,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460560,hCoV-19/USA/MI-MDHHS-SC20512/2020,North America / USA / Michigan,2020-05-07,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460571,hCoV-19/USA/MI-MDHHS-SC20523/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460573,hCoV-19/USA/MI-MDHHS-SC20525/2020,North America / USA / Michigan,2020-05-07,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460574,hCoV-19/USA/MI-MDHHS-SC20526/2020,North America / USA / Michigan,2020-05-15,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460581,hCoV-19/USA/MI-MDHHS-SC20533/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460582,hCoV-19/USA/MI-MDHHS-SC20534/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460583,hCoV-19/USA/MI-MDHHS-SC20535/2020,North America / USA / Michigan,2020-05-12,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460585,hCoV-19/USA/MI-MDHHS-SC20537/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460586,hCoV-19/USA/MI-MDHHS-SC20538/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460587,hCoV-19/USA/MI-MDHHS-SC20539/2020,North America / USA / Michigan,2020-05-11,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460588,hCoV-19/USA/MI-MDHHS-SC20540/2020,North America / USA / Michigan,2020-05-14,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460599,hCoV-19/USA/MI-MDHHS-SC20551/2020,North America / USA / Michigan,2020-05-01,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_460601,hCoV-19/USA/MI-MDHHS-SC20553/2020,North America / USA / Michigan,2020-05-03,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_461407,hCoV-19/USA/WA-UW-8527/2020,North America / USA / Washington,2020-05-04,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461450,hCoV-19/USA/WA-UW-10027/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461451,hCoV-19/USA/WA-UW-10028/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461452,hCoV-19/USA/WA-UW-10029/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461453,hCoV-19/USA/WA-UW-10031/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461454,hCoV-19/USA/WA-UW-10036/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461455,hCoV-19/USA/WA-UW-10039/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461456,hCoV-19/USA/WA-UW-10040/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461457,hCoV-19/USA/WA-UW-10042/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461458,hCoV-19/USA/WA-UW-10088/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461459,hCoV-19/USA/WA-UW-10089/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461460,hCoV-19/USA/WA-UW-10090/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461461,hCoV-19/USA/WA-UW-10091/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461462,hCoV-19/USA/WA-UW-10093/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461463,hCoV-19/USA/WA-UW-10094/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461464,hCoV-19/USA/WA-UW-10102/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461465,hCoV-19/USA/WA-UW-10106/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461467,hCoV-19/USA/WA-UW-10108/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461468,hCoV-19/USA/WA-UW-10114/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461469,hCoV-19/USA/WA-UW-10117/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461470,hCoV-19/USA/WA-UW-10118/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461471,hCoV-19/USA/WA-UW-10127/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461472,hCoV-19/USA/WA-UW-10128/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461473,hCoV-19/USA/WA-UW-10129/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461474,hCoV-19/USA/WA-UW-10130/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461475,hCoV-19/USA/WA-UW-10131/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461476,hCoV-19/USA/WA-UW-10136/2020,North America / USA / Washington,2020-05-30,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_461477,hCoV-19/USA/WA-UW-10138/2020,North America / USA / Washington,2020-05-29,UW Virology Lab,UW Virology Lab,"Pavitra Roychoudhury, Amin Addetia, Hong Xie, Lasata Shrestha, Truong Nguyen, Meei-Li Huang, Keith Jerome, Alexander Greninger"
EPI_ISL_462681,hCoV-19/USA/MI-MDHHS-SC20599/2020,North America / USA / Michigan,2020-05-01,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories","Blankenship HM, Riner D, Soehnlen MK"
EPI_ISL_462865,hCoV-19/USA/MN-MDH-1020/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462866,hCoV-19/USA/MN-MDH-1021/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462867,hCoV-19/USA/MN-MDH-1022/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462868,hCoV-19/USA/MN-MDH-1023/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462869,hCoV-19/USA/MN-MDH-1024/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462870,hCoV-19/USA/MN-MDH-1025/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462871,hCoV-19/USA/MN-MDH-1026/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462872,hCoV-19/USA/MN-MDH-1027/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462873,hCoV-19/USA/MN-MDH-1028/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462874,hCoV-19/USA/MN-MDH-1029/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462875,hCoV-19/USA/MN-MDH-1030/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462876,hCoV-19/USA/MN-MDH-1031/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462877,hCoV-19/USA/MN-MDH-1032/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462878,hCoV-19/USA/MN-MDH-1033/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462879,hCoV-19/USA/MN-MDH-1034/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462880,hCoV-19/USA/MN-MDH-1035/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462881,hCoV-19/USA/MN-MDH-1036/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462882,hCoV-19/USA/MN-MDH-1037/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462883,hCoV-19/USA/MN-MDH-1038/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462884,hCoV-19/USA/MN-MDH-1039/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462885,hCoV-19/USA/MN-MDH-1040/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462886,hCoV-19/USA/MN-MDH-1041/2020,North America / USA / Minnesota,2020-05-08,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462887,hCoV-19/USA/MN-MDH-1042/2020,North America / USA / Minnesota,2020-05-07,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462888,hCoV-19/USA/MN-MDH-1043/2020,North America / USA / Minnesota,2020-05-11,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462889,hCoV-19/USA/MN-MDH-1044/2020,North America / USA / Minnesota,2020-05-11,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462890,hCoV-19/USA/MN-MDH-1045/2020,North America / USA / Minnesota,2020-05-11,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462891,hCoV-19/USA/MN-MDH-1046/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462892,hCoV-19/USA/MN-MDH-1047/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462893,hCoV-19/USA/MN-MDH-1048/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462894,hCoV-19/USA/MN-MDH-1049/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462895,hCoV-19/USA/MN-MDH-1050/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462897,hCoV-19/USA/MN-MDH-1052/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462898,hCoV-19/USA/MN-MDH-1053/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462899,hCoV-19/USA/MN-MDH-1054/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462900,hCoV-19/USA/MN-MDH-1055/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462901,hCoV-19/USA/MN-MDH-1056/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
EPI_ISL_462902,hCoV-19/USA/MN-MDH-1057/2020,North America / USA / Minnesota,2020-05-14,"Minnesota Department of Health, Public Health Laboratory","Minnesota Department of Health, Public Health Laboratory","Matt Plumb, Jacob Garfin, and Xiong Wang"
